MilliSeconds,Spine_base,Spine_mid,Neck,Head,Shoulder_left,Elbow_left,Wrist_left,Hand_left,Shoulder_right,Elbow_right,Wrist_right,Hand_right,Hip_left,Knee_left,Ankle_left,Foot_left,Hip_right,Knee_right,Ankle_right,Foot_right,Spine_shoulder,Handtip_left,Thumb_left,Handtip_right,Thumb_right
1746,0.167511165,0.483722568,0.792133152,0.945947826,0.676063716,0.421368599,0.168429092,0.099239565,0.672337592,0.411091089,0.188154638,0.111024156,0.165214553,-0.271918446,-0.62255764,-0.683071375,0.166283727,-0.253938943,-0.601201773,-0.674316406,0.716181695,0.018221831,0.092714369,0.01685801,0.099068806
1825,0.16800943,0.483834177,0.791550517,0.941347718,0.674379528,0.41242221,0.182993799,0.111569844,0.675544202,0.406841308,0.179714754,0.101304427,0.165053755,-0.262606531,-0.618454158,-0.681662917,0.167510986,-0.266244024,-0.608824432,-0.674316406,0.715794981,0.029753814,0.130921423,0.018841363,0.07224638
1865,0.168226853,0.482759327,0.789605618,0.935966969,0.672838151,0.418948114,0.184496582,0.122577056,0.675831795,0.408197373,0.180917636,0.101238377,0.163701147,-0.257906556,-0.61663878,-0.679696202,0.169121236,-0.261194438,-0.59292376,-0.655273438,0.714025617,0.023537237,0.086951047,0.009224359,0.057663653
1905,0.170196116,0.484398514,0.790803969,0.937148213,0.676822543,0.411304533,0.184149936,0.116673112,0.677394509,0.417917281,0.190725625,0.110857457,0.166035637,-0.249787316,-0.611958683,-0.674415648,0.17074044,-0.253520608,-0.598237932,-0.662597656,0.715344608,0.014007404,0.157256693,0.020296201,0.075973764
1944,0.167956218,0.481337458,0.787025154,0.934919059,0.673852742,0.40424782,0.176330239,0.096685581,0.677400172,0.404906422,0.177226186,0.100199223,0.163888976,-0.249522686,-0.608400047,-0.671737432,0.168477565,-0.244570091,-0.594167233,-0.66015625,0.711733401,0.01976458,0.122310705,0.009401325,0.096682779
2024,0.163587928,0.477441102,0.783057272,0.928747833,0.667537212,0.421295017,0.18725507,0.110359646,0.676874399,0.398293227,0.170561239,0.098391965,0.161181897,-0.241257519,-0.60835129,-0.670501709,0.162669584,-0.242291182,-0.593059659,-0.649902344,0.707832217,0.020338653,0.135276049,0.042072427,0.061625548
2063,0.159402668,0.472341657,0.777881205,0.921275079,0.66185981,0.406738102,0.178440765,0.105355531,0.674017251,0.395295888,0.167718515,0.09523391,0.156391367,-0.241754472,-0.608216166,-0.670264721,0.159115285,-0.245614767,-0.587738037,-0.656917632,0.70258683,0.017796706,0.143130928,0.014740021,0.139324859
2103,0.15449363,0.467057139,0.771813333,0.917280138,0.666408002,0.393488973,0.145728067,0.091231197,0.66900444,0.392969638,0.164140984,0.090623796,0.154326141,-0.241845489,-0.608336091,-0.671258748,0.15163824,-0.25160557,-0.586533308,-0.662987232,0.696780801,0.001845489,0.09007439,0.011376549,0.139453277
2143,0.147695154,0.459290355,0.763762832,0.90855372,0.658636987,0.392727613,0.138364494,0.093258344,0.664303303,0.384787112,0.131001711,0.072718553,0.149152339,-0.240175948,-0.607458174,-0.671357751,0.143245459,-0.252000749,-0.586714327,-0.655816138,0.688704789,0.011271078,0.116421461,-0.010076409,0.061282132
2182,0.142217487,0.453574985,0.757412851,0.90647006,0.648984611,0.382842392,0.131813303,0.088627219,0.657896936,0.374640852,0.134417206,0.071529634,0.143338025,-0.240435794,-0.607980192,-0.67177844,0.138185591,-0.260868907,-0.594398558,-0.660587192,0.682562888,-0.008458275,0.090717636,-0.010103429,0.100652479
2262,0.131011128,0.439240396,0.739548981,0.88109076,0.642434776,0.351138771,0.100524455,0.07796368,0.640163302,0.362898886,0.132436857,0.060899585,0.135952353,-0.239861891,-0.607472897,-0.669920683,0.123404369,-0.270787299,-0.620268583,-0.679057121,0.66556567,0.023873767,0.090654396,-0.029544448,0.041714787
2301,0.122580178,0.432436466,0.735889435,0.873469651,0.634298146,0.38829872,0.1376286,0.078295052,0.637448907,0.360332996,0.130385756,0.057335354,0.128802016,-0.24713403,-0.603221893,-0.665073097,0.113930129,-0.271315515,-0.622633457,-0.679683328,0.661114573,-0.010485617,0.094757847,-0.029601648,0.029380696
2342,0.119911171,0.42977345,0.73248136,0.871065617,0.627972841,0.371288329,0.135139748,0.0786791,0.625931919,0.360783249,0.133363217,0.057803031,0.120740183,-0.245983109,-0.597775757,-0.656841755,0.116353653,-0.277452737,-0.622386754,-0.681545198,0.65782845,-0.02024244,0.104893506,-0.020685682,0.043896463
2381,0.12158554,0.429781795,0.730837405,0.86620754,0.625823319,0.362072259,0.134593874,0.072867326,0.625011921,0.357888073,0.133824617,0.060693368,0.124545038,-0.239733458,-0.558904767,-0.622257054,0.11620564,-0.275976032,-0.624026835,-0.68577987,0.656599879,-0.01146948,0.11117363,-0.020800725,0.036161546
2420,0.125558183,0.432280958,0.73244679,0.8690539,0.628937483,0.361692578,0.132826015,0.076623157,0.628502727,0.362706065,0.138757601,0.073737979,0.129344329,-0.242460504,-0.558390856,-0.619652927,0.119287722,-0.27219528,-0.615060151,-0.676349044,0.658410668,-0.020619877,0.11784412,0.0019297,0.111137085
2500,0.133966193,0.439392179,0.737976849,0.872896075,0.64076668,0.369177222,0.140434831,0.088685468,0.633157015,0.363211632,0.137020066,0.061884958,0.137951344,-0.254740059,-0.596293986,-0.635710061,0.127391845,-0.270187318,-0.621912837,-0.67980969,0.664339006,0.002002271,0.082870655,0.008214048,0.026033252
2539,0.139537811,0.442176819,0.7387321,0.872966409,0.646495819,0.372437745,0.143450111,0.095492773,0.634134591,0.371247709,0.142628312,0.066866092,0.143599123,-0.249360621,-0.576985061,-0.639969051,0.132756814,-0.264649272,-0.623529375,-0.680893064,0.665536582,0.022439014,0.143758446,-0.00614519,0.03964892
2580,0.143136859,0.445415825,0.741412461,0.874616683,0.652588427,0.376743495,0.143515304,0.097517587,0.636602819,0.375898868,0.14620769,0.066100419,0.1479882,-0.249991894,-0.604037464,-0.654785156,0.135569572,-0.263351023,-0.624464035,-0.680010021,0.668393493,-0.000753808,0.055654328,-0.008958708,0.042275779
2619,0.144389242,0.448813796,0.746113181,0.878397822,0.653454602,0.37439397,0.143866479,0.101773322,0.639932156,0.367017984,0.135975823,0.066081144,0.150131539,-0.250016421,-0.601477981,-0.662597656,0.135977402,-0.25546664,-0.62645489,-0.678816676,0.672844172,0.049109407,0.099642865,-0.009040779,0.12241599
2658,0.146787301,0.450307518,0.746985555,0.876643598,0.654422402,0.377469063,0.159049958,0.127194315,0.639478326,0.369026124,0.137500644,0.062928997,0.152309239,-0.242176458,-0.594494998,-0.658203125,0.138502941,-0.252779931,-0.618062258,-0.680325985,0.673837841,0.023585049,0.152297735,-0.021034567,0.054195121
2738,0.146642447,0.448947817,0.744614959,0.86700207,0.655984759,0.381088674,0.161375239,0.091678865,0.64212805,0.364584565,0.132176921,0.065729752,0.150347337,-0.252575427,-0.606131673,-0.676239133,0.140320912,-0.250662357,-0.62567395,-0.687702298,0.671686053,0.016261451,0.090096265,-0.013905659,0.022364326
2777,0.148811966,0.447569251,0.740719378,0.859829605,0.657933891,0.385903955,0.164657652,0.09792129,0.640850544,0.375163496,0.137533724,0.069779932,0.153958946,-0.253743082,-0.592341423,-0.66015625,0.141110361,-0.249555811,-0.615867198,-0.681278467,0.668345749,0.02183515,0.075245723,0.000350975,0.125297546
2818,0.149350315,0.449302554,0.746850431,0.863982439,0.657464683,0.388792396,0.162891492,0.092386633,0.641537845,0.373136133,0.12886627,0.062245764,0.153473914,-0.252979189,-0.599936128,-0.661713302,0.142890722,-0.243375465,-0.614357293,-0.679462254,0.672833443,0.039073605,0.097677171,-0.011516143,0.125410646
2857,0.150069371,0.449457049,0.746349335,0.854270577,0.65721786,0.39057979,0.149730876,0.102615304,0.641069531,0.371599466,0.133810773,0.06854111,0.153928086,-0.252936244,-0.601026356,-0.668287218,0.143652424,-0.241651386,-0.614103258,-0.679527223,0.6726982,0.025737057,0.111945927,-0.010279577,0.080034263
2896,0.145685866,0.447477013,0.745125234,0.845380545,0.655131161,0.403032571,0.151866779,0.108993426,0.63639611,0.357440233,0.124779418,0.077630952,0.14837572,-0.255608171,-0.600545168,-0.668213725,0.140490681,-0.240001574,-0.61355114,-0.677825928,0.671664953,0.031263061,0.086822353,-0.01112902,0.041386109
2976,0.14064078,0.439130396,0.732607186,0.828103483,0.65010345,0.410854757,0.178600833,0.1012256,0.631643057,0.392885387,0.138211206,0.080851488,0.141849667,-0.251627445,-0.60361588,-0.661136985,0.136776701,-0.241554126,-0.604363203,-0.671503782,0.66087085,0.024078349,0.078608505,3.19E-05,0.092484348
3015,0.137366548,0.433260649,0.723519325,0.818531394,0.645284951,0.413858324,0.179332167,0.103390843,0.629440188,0.392091751,0.11384666,0.072848171,0.137787417,-0.250960976,-0.600400627,-0.661760211,0.13442342,-0.239627644,-0.604057312,-0.671229839,0.652754724,0.023427889,0.122374222,0.014891587,0.022256665
3056,0.131507888,0.424450904,0.709556818,0.798561275,0.63888979,0.410207152,0.18078436,0.09892261,0.625736713,0.398081809,0.113027662,0.062852256,0.132497907,-0.252860695,-0.598216236,-0.664104283,0.128139675,-0.239273921,-0.604830265,-0.67202431,0.639967084,0.014110587,0.061526649,-0.0104764,0.089428686
3095,0.127808958,0.41511941,0.692052603,0.780166745,0.628060639,0.408932,0.160212278,0.096789628,0.619845748,0.402089506,0.109528057,0.064825103,0.127287284,-0.25377956,-0.597339928,-0.662847281,0.125939474,-0.241223022,-0.620426893,-0.6796363,0.624239922,0.012573627,0.081632227,-0.022116728,0.08597222
3134,0.116490543,0.391980529,0.659341753,0.742972314,0.598642468,0.400323391,0.172938004,0.087913126,0.615818441,0.396710187,0.108724192,0.063139267,0.114924692,-0.25499174,-0.597643137,-0.663616836,0.116121307,-0.238396496,-0.576476634,-0.656935334,0.593568146,0.002663372,0.099333644,-0.013757742,0.031436216
3214,0.098118722,0.373642564,0.64131707,0.72570014,0.583281279,0.353277355,0.11331255,0.0587341,0.580046654,0.383146346,0.100239299,0.053042646,0.095275708,-0.257087052,-0.59849149,-0.664271712,0.099245228,-0.250960737,-0.604240775,-0.670271814,0.575521111,-0.022710359,0.033560608,-0.033572488,0.105554461
3253,0.09218654,0.360883504,0.619793653,0.70654273,0.580266953,0.343727291,0.096056856,0.04365813,0.580267429,0.298074484,0.067129403,0.021547819,0.08964213,-0.261255294,-0.600765288,-0.665983021,0.093122013,-0.253070027,-0.622059643,-0.681251824,0.556275547,-0.044769507,0.036185365,-0.03556798,0.007505835
3294,0.067214966,0.332968265,0.601005197,0.683394551,0.541233361,0.33738026,0.086940229,0.036551915,0.544109643,0.298857421,0.066839464,0.017948179,0.062286269,-0.268468112,-0.602693856,-0.666746736,0.070946813,-0.250004768,-0.590743005,-0.659728765,0.535170913,-0.05636441,-0.00648796,-0.055800576,-0.021397671
3333,0.041928627,0.321416616,0.5917629,0.674439192,0.524250269,0.290696383,0.060051486,0.003797996,0.508198202,0.250031143,0.000598663,-0.032954581,0.038059093,-0.281617433,-0.605825424,-0.66772306,0.044985466,-0.226946712,-0.649800599,-0.704722106,0.525292337,-0.091743693,0.001094905,-0.13731198,-0.045239937
3372,0.037051566,0.312933654,0.581867576,0.650157332,0.522620499,0.286754221,0.056461923,-0.008619871,0.506879747,0.251103371,0.002410399,-0.042714212,0.031665914,-0.276850253,-0.60573262,-0.669368684,0.041664064,-0.226795271,-0.648528457,-0.703974366,0.515465498,-0.100941092,-0.026291642,-0.137761906,-0.040996712
3452,0.108051635,0.323553056,0.544007301,0.623369396,0.465345114,0.242854536,0.018017359,-0.052289426,0.475143433,0.246505573,0.007122004,-0.054494161,0.107377008,-0.254217088,-0.60574615,-0.670835614,0.106875889,-0.161346912,-0.576230943,-0.660762548,0.48530212,-0.14773266,-0.068195134,-0.146990567,-0.054497618
3491,0.108745836,0.322468698,0.530296266,0.607443154,0.468762666,0.232915029,0.013646939,-0.062367219,0.475148767,0.244040206,0.007920466,-0.058478661,0.108459465,-0.253502786,-0.60594672,-0.674426436,0.107229866,-0.162232235,-0.576423049,-0.647354901,0.478748351,-0.159699023,-0.058039192,-0.149054587,-0.080117844
3532,0.117108345,0.31909135,0.502423108,0.589684367,0.447169125,0.2326065,0.012303755,-0.060042135,0.451999277,0.236848027,0.007593167,-0.063077115,0.11999438,-0.208894566,-0.606570542,-0.673864663,0.112718694,-0.166128814,-0.580647528,-0.654415965,0.461168259,-0.148097262,-0.08190722,-0.149326473,-0.090855531
3571,0.116197601,0.308529198,0.488723963,0.577005565,0.402095973,0.199814409,-0.075166166,-0.156829402,0.441058069,0.232218474,-0.033701669,-0.110174499,0.117229648,-0.214311749,-0.606695294,-0.674897313,0.1141643,-0.230661988,-0.633129895,-0.688323438,0.444156885,-0.248235643,-0.17837806,-0.192353114,-0.150216416
3611,0.110644221,0.284965575,0.449917138,0.540428936,0.385838747,0.147412673,-0.066941537,-0.125346377,0.403644204,0.219286233,-0.068946995,-0.138902023,0.111150399,-0.214703411,-0.606810808,-0.674960732,0.108780004,-0.219508052,-0.633668005,-0.691280484,0.410022825,-0.21385853,-0.182043582,-0.225588381,-0.145995572
3690,-0.008569631,0.210932016,0.424888134,0.51002866,0.362239987,0.14118661,-0.106234707,-0.162169844,0.337118596,0.084807351,-0.169576362,-0.244417265,-0.005352336,-0.220391303,-0.607062876,-0.676424503,-0.013246695,-0.183192044,-0.596886039,-0.672053874,0.372447491,-0.264194548,-0.156644478,-0.336462796,-0.232464492
3730,-0.020527957,0.192815796,0.400600642,0.488508552,0.353878528,0.107178144,-0.108980887,-0.150194317,0.335504979,0.084073044,-0.171576962,-0.248563766,-0.014489799,-0.220129505,-0.607941329,-0.677156806,-0.027363222,-0.195260942,-0.60839206,-0.676625311,0.349523932,-0.197003603,-0.176488534,-0.333351761,-0.287057996
3770,-0.040799461,0.175170571,0.388639152,0.471202672,0.32062915,0.080437332,-0.158057734,-0.200199634,0.31321457,0.079814032,-0.187607437,-0.264494985,-0.03644219,-0.219384566,-0.612093627,-0.679931223,-0.044817898,-0.197765589,-0.610617518,-0.678364396,0.335883617,-0.315847188,-0.234553233,-0.360228121,-0.269509465
3810,-0.051944513,0.161749408,0.371460497,0.459656805,0.313777804,0.077432036,-0.145187795,-0.186004803,0.299500525,0.071490221,-0.191313282,-0.264583349,-0.047315627,-0.281804562,-0.61374712,-0.679146945,-0.055722483,-0.22006239,-0.627466977,-0.688212693,0.319634974,-0.235049859,-0.205275029,-0.346852511,-0.289654464
3929,-0.075818717,0.124226518,0.319208831,0.396949112,0.269072086,0.0620884,-0.159862801,-0.194719493,0.275922,0.052792132,-0.157017574,-0.189194158,-0.072827511,-0.228226393,-0.625038862,-0.69274658,-0.077596672,-0.226464421,-0.636494219,-0.699523389,0.271059215,-0.243611053,-0.217099398,-0.284716517,-0.275031507
3968,-0.084020413,0.118311502,0.31468749,0.397255391,0.261376053,0.056020938,-0.159005538,-0.203086004,0.235369578,0.029521605,-0.171886578,-0.177638397,-0.078824952,-0.236855641,-0.622914732,-0.69151026,-0.088255413,-0.228871852,-0.636777461,-0.699963629,0.266305625,-0.322057068,-0.221966252,-0.248955578,-0.21857895
4008,-0.098825574,0.09789528,0.290071011,0.388698965,0.251165837,0.050637946,-0.159923315,-0.206853285,0.232481346,0.03026337,-0.176154017,-0.198254541,-0.092699751,-0.241473794,-0.619431734,-0.687122583,-0.103291795,-0.236918107,-0.636939526,-0.700218678,0.242562249,-0.316591591,-0.219269857,-0.266949415,-0.237312868
