MilliSeconds,Spine_base,Spine_mid,Neck,Head,Shoulder_left,Elbow_left,Wrist_left,Hand_left,Shoulder_right,Elbow_right,Wrist_right,Hand_right,Hip_left,Knee_left,Ankle_left,Foot_left,Hip_right,Knee_right,Ankle_right,Foot_right,Spine_shoulder,Handtip_left,Thumb_left,Handtip_right,Thumb_right
595,-0.542780101,-0.286958754,-0.033178464,0.101951428,-0.123225287,-0.388655841,-0.664492249,-0.733505309,-0.151177958,-0.442624062,-0.601361573,-0.648521721,-0.538848341,-0.718614399,-1.100828886,-1.155753374,-0.537788153,-0.716212273,-1.106453419,-1.182425618,-0.096281901,-0.800527751,-0.740379214,-0.696680665,-0.649378836
674,-0.570000947,-0.316094875,-0.065548494,0.067514561,-0.143578976,-0.407921523,-0.699230969,-0.756474853,-0.174271077,-0.461759388,-0.688944221,-0.765087008,-0.565725982,-0.723599613,-1.104183555,-1.188284636,-0.564910114,-0.717339277,-1.106710672,-1.180266857,-0.127782792,-0.826295912,-0.780990183,-0.817822695,-0.735085189
714,-0.589022934,-0.337036341,-0.090501398,0.043285586,-0.18399258,-0.442762554,-0.691188037,-0.760725677,-0.210667267,-0.463847071,-0.687085748,-0.761902988,-0.587351501,-0.72382915,-1.107881427,-1.189833522,-0.581258655,-0.718507051,-1.107326627,-1.180411816,-0.151455685,-0.836098313,-0.767639041,-0.814700127,-0.732060075
754,-0.603293836,-0.356641293,-0.112928078,0.01283403,-0.191623852,-0.462825179,-0.744936228,-0.77536881,-0.219514444,-0.479637831,-0.713228762,-0.79151541,-0.601032019,-0.728483319,-1.108335972,-1.189438939,-0.595653057,-0.719971001,-1.107569814,-1.183555245,-0.173546538,-0.819712937,-0.761845231,-0.84422195,-0.761454284
793,-0.646704197,-0.388740271,-0.136615515,-0.002285838,-0.224501207,-0.51200062,-0.742211461,-0.773186386,-0.241318941,-0.52557236,-0.638623416,-0.682931304,-0.646861196,-0.731053114,-1.110720396,-1.191731095,-0.636104465,-0.721206903,-1.108361244,-1.180829048,-0.198952809,-0.836716473,-0.74404186,-0.72416091,-0.658470154
833,-0.653553069,-0.399967819,-0.151339263,-0.019345595,-0.235610917,-0.469590604,-0.741520941,-0.769270718,-0.27035886,-0.544603229,-0.642347038,-0.687073648,-0.652659416,-0.733931839,-1.113783598,-1.192642093,-0.643784106,-0.727165759,-1.10857892,-1.17571795,-0.213018015,-0.846840739,-0.733990669,-0.719782889,-0.664767027
912,-0.665005267,-0.42074579,-0.179442108,-0.04654457,-0.273313373,-0.530412793,-0.759259105,-0.771453321,-0.278929979,-0.549109399,-0.679171145,-0.718743086,-0.665714562,-0.747024179,-1.116088748,-1.193401814,-0.653847337,-0.735409737,-1.108943582,-1.176858902,-0.239459857,-0.82518971,-0.736341953,-0.750164688,-0.741826117
953,-0.671311915,-0.430723011,-0.193002909,-0.065823041,-0.28204149,-0.530527711,-0.762342095,-0.78468585,-0.289242536,-0.552528799,-0.673322141,-0.714076459,-0.672616959,-0.747594655,-1.119203448,-1.196302533,-0.659424841,-0.736954927,-1.109123945,-1.179225445,-0.252139658,-0.820383012,-0.765802264,-0.742967725,-0.745177388
992,-0.676063418,-0.435248703,-0.196409166,-0.06970758,-0.288750589,-0.526270688,-0.757866144,-0.778072774,-0.290626585,-0.560814619,-0.678762019,-0.715292513,-0.678184867,-0.747974992,-1.119802356,-1.19547534,-0.663316369,-0.738794208,-1.109830022,-1.180040121,-0.255943865,-0.818140805,-0.768699646,-0.731700361,-0.72794348
1031,-0.680092514,-0.440074414,-0.201176941,-0.072596058,-0.292575479,-0.526134253,-0.75756079,-0.779814363,-0.29064852,-0.566648841,-0.684979796,-0.724804044,-0.682726085,-0.747291684,-1.1204952,-1.196363926,-0.666706562,-0.739742041,-1.110613942,-1.181009173,-0.260761768,-0.840658844,-0.757730067,-0.778099716,-0.694003165
1072,-0.682542205,-0.441261262,-0.200343072,-0.066831112,-0.292898715,-0.500368297,-0.733704031,-0.755154431,-0.285199314,-0.570573449,-0.68510884,-0.72011143,-0.685920417,-0.746883631,-1.119857788,-1.196882963,-0.668168604,-0.738602161,-1.110717177,-1.180133343,-0.260470569,-0.814893603,-0.72106421,-0.776184559,-0.754753828
1150,-0.685421705,-0.442057759,-0.199995115,-0.069753699,-0.29147619,-0.509000599,-0.734887779,-0.770277083,-0.287321657,-0.57447356,-0.722072601,-0.756031811,-0.688745975,-0.741006792,-1.119722486,-1.193442225,-0.671155274,-0.743099511,-1.105648994,-1.170372367,-0.260373861,-0.823256314,-0.741454422,-0.800958037,-0.684075296
1191,-0.686382174,-0.445141405,-0.204844862,-0.072955988,-0.293706357,-0.514924407,-0.737239361,-0.754351854,-0.288958818,-0.577787638,-0.717350781,-0.752739847,-0.689557254,-0.73399055,-1.120857358,-1.195006132,-0.672319472,-0.741249621,-1.107100844,-1.171957612,-0.264799178,-0.811801493,-0.712178648,-0.801761568,-0.679020047
1230,-0.687594235,-0.446380615,-0.204281509,-0.075841077,-0.293696046,-0.531335473,-0.758339167,-0.764345288,-0.293286204,-0.577498555,-0.714280903,-0.759229004,-0.690409958,-0.728476107,-1.121595144,-1.195624828,-0.673936784,-0.739345908,-1.1073699,-1.17366302,-0.264704049,-0.78243506,-0.742555737,-0.794020951,-0.674260974
1269,-0.687785387,-0.446308732,-0.20516628,-0.074039698,-0.29248476,-0.514712036,-0.735271692,-0.760376573,-0.289852738,-0.577102959,-0.710314989,-0.756470084,-0.69055599,-0.72709161,-1.121759295,-1.198161602,-0.674209476,-0.731042266,-1.109378815,-1.174952149,-0.265199184,-0.812132061,-0.729495406,-0.792390466,-0.673676789
1310,-0.687758446,-0.445456624,-0.204166964,-0.072178826,-0.291144043,-0.521687448,-0.737510562,-0.743362546,-0.290341616,-0.575403035,-0.704414606,-0.732176661,-0.689656734,-0.72708571,-1.123653531,-1.201308846,-0.675028205,-0.728852928,-1.111994743,-1.178104639,-0.264225513,-0.807501078,-0.699846447,-0.775276363,-0.716322064
1388,-0.685966909,-0.444283515,-0.207474038,-0.07370545,-0.28952238,-0.53423655,-0.730222642,-0.768494725,-0.29624778,-0.577214837,-0.763757646,-0.758672655,-0.687415659,-0.726552904,-1.124207139,-1.204977036,-0.673480153,-0.724217176,-1.113114953,-1.17873013,-0.266293794,-0.829318643,-0.739439309,-0.807863951,-0.721635938
1429,-0.685175538,-0.444602758,-0.20866549,-0.078778751,-0.293953687,-0.53330797,-0.734265029,-0.765577972,-0.298902392,-0.57521075,-0.753397524,-0.748321354,-0.687037945,-0.72596091,-1.124354839,-1.203258276,-0.672239482,-0.723102629,-1.113068104,-1.175739288,-0.267303258,-0.857800126,-0.739057243,-0.797534466,-0.711335003
1468,-0.682245076,-0.443486601,-0.209733024,-0.08158686,-0.295442402,-0.532851756,-0.732334137,-0.761236489,-0.302998424,-0.574452162,-0.742138743,-0.73706913,-0.682673037,-0.726904869,-1.124509692,-1.205158234,-0.67065686,-0.722438872,-1.113908887,-1.188120246,-0.267771959,-0.811506212,-0.729496062,-0.786306441,-0.700138867
1507,-0.680724025,-0.441845149,-0.207789242,-0.081017345,-0.297416866,-0.530693114,-0.722617328,-0.759851515,-0.309453905,-0.5720433,-0.741731882,-0.737332463,-0.680681586,-0.727893114,-1.123021364,-1.203018188,-0.669663429,-0.721378803,-1.113764644,-1.197302818,-0.265943825,-0.806123495,-0.716822326,-0.786573052,-0.700410843
1548,-0.678937554,-0.443180799,-0.214386076,-0.086386345,-0.302029073,-0.515072227,-0.703488588,-0.745206177,-0.308156669,-0.571118593,-0.708511591,-0.754814744,-0.679122329,-0.727783442,-1.123285532,-1.205600381,-0.667690873,-0.720929861,-1.108432174,-1.184539318,-0.270938963,-0.80996269,-0.699677944,-0.803992033,-0.717738807
1626,-0.674696982,-0.442307115,-0.215772837,-0.088342384,-0.307795376,-0.525916934,-0.71266073,-0.749713302,-0.311494976,-0.570554137,-0.735881329,-0.79148525,-0.673786044,-0.728842974,-1.123856425,-1.204200745,-0.664627552,-0.71948576,-1.108994246,-1.142260313,-0.272010684,-0.811129093,-0.745238006,-0.840628147,-0.754342437
1667,-0.674371362,-0.444202602,-0.220831901,-0.09288846,-0.31036064,-0.526970625,-0.710431933,-0.754087865,-0.318368644,-0.570463717,-0.693330944,-0.73478961,-0.67355293,-0.728604317,-1.124543905,-1.202882648,-0.664274633,-0.718896806,-1.109223366,-1.191103101,-0.276227951,-0.810827017,-0.70455128,-0.784013927,-0.697823524
1706,-0.676146567,-0.44825387,-0.224503353,-0.101697147,-0.311496407,-0.527392209,-0.708253801,-0.753424168,-0.316576898,-0.56769824,-0.728245556,-0.782247424,-0.675033927,-0.731965184,-1.125016928,-1.207839489,-0.666239798,-0.7194888,-1.109332204,-1.190363169,-0.280159533,-0.807606399,-0.712651432,-0.831437886,-0.745222688
1746,-0.690064311,-0.455158591,-0.225572273,-0.098841541,-0.314424843,-0.526558936,-0.707719028,-0.755707264,-0.321069539,-0.564975262,-0.725473404,-0.77945596,-0.686247468,-0.73026824,-1.124188423,-1.206880093,-0.681421757,-0.716637015,-1.109507322,-1.190093756,-0.282277256,-0.811656058,-0.712371528,-0.828654468,-0.74366039
1825,-0.682124197,-0.45465672,-0.229149759,-0.098798677,-0.318889141,-0.530114174,-0.708960891,-0.755204678,-0.320609689,-0.559517324,-0.709710836,-0.711787641,-0.676388741,-0.733074307,-1.125142217,-1.206546903,-0.676795959,-0.715745509,-1.110937595,-1.187238932,-0.285081089,-0.803668022,-0.712785482,-0.76108408,-0.674995363
1865,-0.679866254,-0.453722417,-0.227459446,-0.096627064,-0.318933547,-0.530192614,-0.708709598,-0.756034017,-0.320676625,-0.559495807,-0.705706954,-0.707782507,-0.674240232,-0.733731627,-1.125188351,-1.159047127,-0.674519479,-0.71442759,-1.110754728,-1.185665965,-0.283598691,-0.807037115,-0.711015999,-0.757098854,-0.67103976
1905,-0.67974931,-0.45384118,-0.228606194,-0.09547735,-0.321882397,-0.53170532,-0.709187508,-0.757955134,-0.318813175,-0.559622109,-0.705362797,-0.707436502,-0.674663603,-0.734712124,-1.123474002,-1.205506682,-0.674057722,-0.714073598,-1.111914158,-1.146295428,-0.284469396,-0.812134326,-0.711390316,-0.75675565,-0.670972824
1944,-0.67912817,-0.453539521,-0.228640854,-0.095558047,-0.322068334,-0.531593204,-0.71023792,-0.756212413,-0.319314063,-0.55965066,-0.707244277,-0.666338742,-0.674146235,-0.736673892,-1.125400305,-1.159857631,-0.673419237,-0.714449823,-1.112338543,-1.147103667,-0.284440339,-0.806929767,-0.700644553,-0.684530377,-0.643093407
1984,-0.678875029,-0.453440696,-0.228861824,-0.094945364,-0.321572334,-0.531864405,-0.709873199,-0.755183399,-0.319306463,-0.559791088,-0.696255922,-0.683795154,-0.674020171,-0.737038434,-1.125500441,-1.160170794,-0.673014402,-0.71472913,-1.112555742,-1.147533774,-0.284551322,-0.802849829,-0.704739094,-0.701225638,-0.66982305
2103,-0.677654505,-0.452076375,-0.227524459,-0.094355062,-0.3225483,-0.532736957,-0.709736168,-0.757022738,-0.316739976,-0.559051275,-0.71580112,-0.668966591,-0.673570752,-0.737193286,-1.126636982,-1.210551262,-0.670994341,-0.714147806,-1.110795498,-1.145982742,-0.28327772,-0.805994809,-0.71562767,-0.686852157,-0.656494856
2143,-0.676184893,-0.451620162,-0.227441475,-0.094113544,-0.322432578,-0.533108354,-0.733016849,-0.762697518,-0.316109002,-0.559039533,-0.719745278,-0.719292819,-0.670782685,-0.736710429,-1.12419951,-1.207726002,-0.670395613,-0.714012682,-1.111312032,-1.146314621,-0.283154905,-0.807836354,-0.721022785,-0.737124741,-0.706703424
2182,-0.675927103,-0.45142588,-0.227408081,-0.094174966,-0.325512081,-0.535091221,-0.714366496,-0.758374929,-0.315680832,-0.559031188,-0.700201869,-0.647834599,-0.670861185,-0.736860216,-1.124273658,-1.20784831,-0.669766605,-0.714200199,-1.11131382,-1.146238089,-0.283103108,-0.80970937,-0.712926805,-0.646512508,-0.645777583
2222,-0.675164461,-0.45108819,-0.227267832,-0.09441527,-0.323266447,-0.532557368,-0.712195516,-0.754827678,-0.318054169,-0.559318602,-0.721216977,-0.731677473,-0.669192314,-0.736160457,-1.125312686,-1.208963633,-0.669719994,-0.713929713,-1.111132741,-1.145750999,-0.282923341,-0.810805023,-0.735921085,-0.730172634,-0.729199111
2302,-0.674974561,-0.451058865,-0.228493318,-0.095193036,-0.323189855,-0.533184052,-0.712154746,-0.755286694,-0.320583642,-0.559730589,-0.721223712,-0.775526881,-0.668589234,-0.735107422,-1.124375582,-1.207548618,-0.669817328,-0.713146448,-1.111719608,-1.146196842,-0.283702761,-0.81397146,-0.748798251,-0.773984134,-0.772962511
2341,-0.674227118,-0.451035857,-0.229374051,-0.094764113,-0.321917117,-0.523982048,-0.70102036,-0.744752705,-0.320303977,-0.559209824,-0.722128928,-0.776914597,-0.667425692,-0.734731078,-1.123535275,-1.206125736,-0.669380248,-0.712208986,-1.111879706,-1.177742362,-0.284259796,-0.808093488,-0.71895808,-0.775329947,-0.774252474
2381,-0.674176693,-0.451226026,-0.230320826,-0.094947912,-0.319960624,-0.522230327,-0.69764936,-0.745269835,-0.320997983,-0.559209347,-0.723033547,-0.72565645,-0.667022824,-0.735461652,-1.125965357,-1.159766197,-0.669902742,-0.71259737,-1.111727953,-1.177380562,-0.285016537,-0.802909315,-0.696444273,-0.724173665,-0.72322911
2420,-0.674059451,-0.450875908,-0.22921209,-0.094574139,-0.319788516,-0.521890104,-0.697489679,-0.732651293,-0.321276575,-0.560435891,-0.724898458,-0.728400111,-0.667022705,-0.735409498,-1.12656188,-1.16014266,-0.669822693,-0.712304413,-1.110164762,-1.18441081,-0.284205198,-0.793622255,-0.691078007,-0.726912975,-0.724135101
2460,-0.674414933,-0.450917661,-0.228818461,-0.097674601,-0.320795327,-0.522739887,-0.698209763,-0.72953397,-0.323115528,-0.56046021,-0.726502597,-0.730717361,-0.667236745,-0.735173523,-1.126761794,-1.160015464,-0.670498013,-0.712522745,-1.110710502,-1.188187599,-0.284013867,-0.800593436,-0.685664773,-0.729227781,-0.728274107
2540,-0.674662352,-0.450295329,-0.227054939,-0.101551883,-0.320785552,-0.524074674,-0.702047288,-0.74794513,-0.325525463,-0.56038332,-0.683535457,-0.725065589,-0.667549431,-0.734645426,-1.12747848,-1.159994006,-0.670918584,-0.711167455,-1.111543894,-1.190930367,-0.282621235,-0.800155103,-0.712163508,-0.723586142,-0.722646534
2579,-0.675876319,-0.452783555,-0.231311068,-0.100196414,-0.320116878,-0.525024593,-0.705102265,-0.746193051,-0.325376302,-0.56088984,-0.703935981,-0.75209552,-0.669759333,-0.735069871,-1.122907996,-1.155173063,-0.671553791,-0.711393535,-1.109380007,-1.190758944,-0.28643167,-0.793850005,-0.696033239,-0.750573933,-0.749579549
2619,-0.677165449,-0.454051614,-0.23211877,-0.100988843,-0.320844293,-0.527940869,-0.708061278,-0.748850167,-0.325315416,-0.561699867,-0.709706485,-0.701186359,-0.672085643,-0.736604333,-1.123927236,-1.206546783,-0.67216289,-0.71251303,-1.110723853,-1.191854715,-0.287431151,-0.797546566,-0.699535489,-0.699763,-0.698895872
2658,-0.678994477,-0.457768679,-0.237733543,-0.104330964,-0.320116222,-0.529268324,-0.712444246,-0.753018856,-0.318044007,-0.563323438,-0.70862782,-0.707983792,-0.674594283,-0.735949457,-1.126463532,-1.158147812,-0.673148096,-0.712714076,-1.110686421,-1.187181354,-0.292570353,-0.802177727,-0.703579545,-0.70654583,-0.705660224
2778,-0.686687708,-0.461912036,-0.235414132,-0.107667826,-0.31444633,-0.536567211,-0.726422369,-0.75864917,-0.32388109,-0.567493856,-0.709891498,-0.710021377,-0.682597041,-0.733941376,-1.12510407,-1.207033038,-0.680427313,-0.714951456,-1.111161828,-1.185837388,-0.292095661,-0.808621109,-0.734136522,-0.708580196,-0.707545638
2817,-0.688515306,-0.463803589,-0.23816286,-0.108026847,-0.314894646,-0.537684381,-0.729467094,-0.761819124,-0.322607577,-0.573172271,-0.716698766,-0.717257142,-0.68406409,-0.732880175,-1.126434684,-1.162082076,-0.682390451,-0.715640247,-1.110723972,-1.181643009,-0.294430614,-0.810490072,-0.718435228,-0.715799809,-0.714889169
2857,-0.69026798,-0.465711802,-0.239188164,-0.109630987,-0.315080643,-0.537626803,-0.731513023,-0.76173526,-0.32866472,-0.574836671,-0.719412386,-0.720068216,-0.685245872,-0.732825756,-1.127670884,-1.1674155,-0.686151683,-0.717631936,-1.106473327,-1.166998982,-0.295785725,-0.80041337,-0.727148235,-0.718605638,-0.717688262
2896,-0.691996634,-0.467929184,-0.240675405,-0.114329807,-0.320540607,-0.53263253,-0.73894459,-0.765240908,-0.329518229,-0.583010316,-0.730471313,-0.780121744,-0.686093211,-0.734632134,-1.128168702,-1.170095921,-0.688532054,-0.718880713,-1.106472254,-1.167294741,-0.297373354,-0.81268537,-0.73718065,-0.778536499,-0.777459085
2936,-0.69427973,-0.470707506,-0.247677118,-0.122504473,-0.318884045,-0.525705993,-0.731887758,-0.764951169,-0.331412762,-0.584135473,-0.730240881,-0.779442906,-0.68840909,-0.735983908,-1.12692976,-1.205346107,-0.690094709,-0.71906966,-1.106986284,-1.163976312,-0.303057045,-0.816555202,-0.758034348,-0.777846873,-0.776755035
3016,-0.700037241,-0.477067947,-0.253231913,-0.127203882,-0.328348666,-0.530528367,-0.742422104,-0.773459017,-0.348858207,-0.582378745,-0.761399746,-0.821572781,-0.694175243,-0.740162253,-1.127028942,-1.181764007,-0.695465624,-0.722524524,-1.111667514,-1.168393612,-0.309032083,-0.81312269,-0.751894951,-0.819891334,-0.818687677
3055,-0.697027683,-0.474120677,-0.253207564,-0.131337851,-0.331240535,-0.53423214,-0.753910899,-0.779472172,-0.345326781,-0.582157433,-0.770395517,-0.833642125,-0.689853966,-0.743269026,-1.124725223,-1.206496477,-0.693696201,-0.731809497,-1.111639977,-1.167356849,-0.308178455,-0.826755702,-0.752799988,-0.831930935,-0.830688179
3095,-0.692904234,-0.471482456,-0.253445297,-0.131563425,-0.3326208,-0.5295524,-0.751024842,-0.780953526,-0.34450835,-0.580500245,-0.687899947,-0.712638378,-0.685471654,-0.746680498,-1.122384429,-1.183165669,-0.68964833,-0.733443379,-1.109278083,-1.167155743,-0.30765146,-0.828728616,-0.784596145,-0.732118189,-0.676696956
3135,-0.686130464,-0.464827985,-0.247046635,-0.130296186,-0.322485805,-0.527503252,-0.746052325,-0.773982346,-0.345780194,-0.571870863,-0.682195604,-0.714341402,-0.675909042,-0.749398232,-1.125028491,-1.187868118,-0.68519938,-0.736193419,-1.108791232,-1.165622234,-0.301204175,-0.810695112,-0.757384956,-0.745717645,-0.706827343
3174,-0.678567827,-0.460600972,-0.245551258,-0.117621258,-0.320942283,-0.531143188,-0.750594735,-0.771670222,-0.336643159,-0.568608701,-0.684465766,-0.716283262,-0.669239283,-0.752495825,-1.128121376,-1.21128571,-0.677201748,-0.740422726,-1.110730648,-1.169641614,-0.299030721,-0.816977084,-0.748069346,-0.747234702,-0.710152447
3254,-0.656906068,-0.432057023,-0.206914023,-0.08297731,-0.287063837,-0.53022337,-0.751609683,-0.775061667,-0.308679879,-0.550517261,-0.683134973,-0.724787414,-0.648018539,-0.758213043,-1.122925401,-1.204168916,-0.655207932,-0.740385532,-1.112140775,-1.175961137,-0.263280183,-0.827837288,-0.739764631,-0.765999079,-0.691569924
3293,-0.64528513,-0.419792086,-0.195924997,-0.063115135,-0.273247153,-0.521738052,-0.74572134,-0.773953676,-0.297287703,-0.527047336,-0.694798231,-0.73026818,-0.636748075,-0.75708276,-1.123818517,-1.202919126,-0.643248796,-0.738194525,-1.112571836,-1.169596553,-0.251726836,-0.828912377,-0.765468121,-0.753818333,-0.733632267
3333,-0.614025354,-0.380448997,-0.148833349,-0.029369403,-0.235967472,-0.490890563,-0.742577434,-0.773671627,-0.265955538,-0.511876583,-0.679662943,-0.723257661,-0.60257709,-0.758457959,-1.122846603,-1.182081819,-0.615491152,-0.740182161,-1.11045754,-1.17310226,-0.206491992,-0.827295125,-0.789947152,-0.75244081,-0.752970934
3373,-0.581296086,-0.354255229,-0.127769053,0.00556384,-0.202636987,-0.465148598,-0.736707985,-0.772541583,-0.241156474,-0.502213538,-0.626451671,-0.662528396,-0.573151052,-0.753491759,-1.113347292,-1.191913247,-0.579761565,-0.716664851,-1.110211372,-1.172551036,-0.184268042,-0.830675423,-0.773033082,-0.707815766,-0.647345424
3412,-0.520915091,-0.297908247,-0.076963462,0.050124865,-0.178695396,-0.424174607,-0.719738901,-0.753703356,-0.185645655,-0.448872238,-0.621421874,-0.650518656,-0.517095327,-0.751535773,-1.112412095,-1.189667702,-0.51625371,-0.711456656,-1.104829788,-1.170660377,-0.131926939,-0.815943122,-0.747658551,-0.711201251,-0.645011842
3492,-0.471725136,-0.233862787,0.003597865,0.123409659,-0.097290128,-0.376955658,-0.611382723,-0.671220779,-0.109830163,-0.37780118,-0.613879621,-0.65493089,-0.465121984,-0.74351418,-1.096786618,-1.180622816,-0.470245481,-0.70705986,-1.106187224,-1.169991016,-0.055574417,-0.741927147,-0.647431791,-0.694216728,-0.678137541
3531,-0.434246391,-0.190584317,0.049409751,0.183323383,-0.038102716,-0.312540412,-0.567316055,-0.622783899,-0.083273508,-0.352023691,-0.607542276,-0.657902718,-0.423021942,-0.698143244,-1.094820619,-1.157778859,-0.437584311,-0.70543611,-1.106468678,-1.182511449,-0.010139448,-0.6887815,-0.620371759,-0.696760595,-0.67312187
3571,-0.407972753,-0.165642619,0.076302439,0.214050159,-0.016782414,-0.292748123,-0.517630517,-0.584846318,-0.02742918,-0.2969172,-0.497792453,-0.542984903,-0.404352427,-0.693542063,-1.095178127,-1.156649947,-0.40380165,-0.701643646,-1.108314157,-1.170808315,0.015989101,-0.650726259,-0.576442361,-0.606164396,-0.548515201
3611,-0.380756736,-0.129628479,0.119451188,0.250470549,0.018195936,-0.267601639,-0.565777481,-0.602895498,-0.001089831,-0.276116133,-0.475866169,-0.54849273,-0.375723362,-0.687607288,-1.093629837,-1.153002739,-0.379548311,-0.676657796,-1.103124738,-1.17416358,0.057552002,-0.616080642,-0.596866608,-0.607626796,-0.548801959
3691,-0.351844668,-0.090586387,0.166661039,0.303290218,0.055725154,-0.173300892,-0.415766239,-0.47047323,0.06178594,-0.206771284,-0.403958023,-0.469184369,-0.352721274,-0.677619934,-1.090320587,-1.137163401,-0.344933301,-0.624563813,-1.059249997,-1.106415153,0.10321562,-0.54338485,-0.49326393,-0.535470009,-0.472465605
3730,-0.327341437,-0.062860109,0.19537583,0.329470247,0.079824753,-0.158492044,-0.404830635,-0.454727679,0.082402818,-0.181795478,-0.397744834,-0.460119754,-0.329724103,-0.699418724,-1.091528177,-1.136895657,-0.319041401,-0.675407231,-1.079055548,-1.124541402,0.131085321,-0.526082695,-0.466385573,-0.523463309,-0.482497156
