Frames,Spine_base,Spine_mid,Neck,Head,Shoulder_left,Elbow_left,Wrist_left,Hand_left,Shoulder_right,Elbow_right,Wrist_right,Hand_right,Hip_left,Knee_left,Ankle_left,Foot_left,Hip_right,Knee_right,Ankle_right,Foot_right,Spine_shoulder,Handtip_left,Thumb_left,Handtip_right,Thumb_right
1111,0.030394401,0.251642197,0.473293602,0.61810559,0.387877762,0.202631742,-0.004943448,-0.032348812,0.378679216,0.141186297,-0.065914214,-0.098531015,0.032748338,-0.193566635,-0.613021672,-0.684476793,0.027724909,-0.188981682,-0.602411866,-0.689515173,0.418260753,-0.102184579,-0.039585035,-0.169852421,-0.103481486
1190,-0.014470706,0.19537808,0.402866006,0.548365295,0.333574116,0.186288208,-0.018222939,-0.051645443,0.322749466,0.075159028,-0.123360232,-0.148308143,-0.009972853,-0.314167649,-0.643968642,-0.689449728,-0.018837526,-0.302731156,-0.62504375,-0.696543396,0.351283371,-0.115633599,-0.035762843,-0.222862422,-0.136317074
1230,-0.042108346,0.167928964,0.373075485,0.514430046,0.315413475,0.13964124,-0.063659869,-0.09933567,0.297844201,0.06227199,-0.132774353,-0.161345094,-0.035662629,-0.308522046,-0.638508022,-0.703226149,-0.048348147,-0.304846823,-0.627322614,-0.697098136,0.322517842,-0.168107748,-0.115459673,-0.235119924,-0.214687988
1269,-0.060175736,0.147095799,0.350763321,0.480552942,0.287928581,0.135263354,-0.065202497,-0.070718691,0.275231808,0.056521297,-0.128674731,-0.180134192,-0.053797692,-0.306412131,-0.6364429,-0.707240343,-0.066133998,-0.326977581,-0.648723245,-0.696681261,0.300314695,-0.140456706,-0.067448832,-0.235638902,-0.205212757
1309,-0.112298936,0.103930354,0.325922519,0.465536058,0.264057636,0.104006596,-0.083711065,-0.136238873,0.257404864,0.049521431,-0.147735104,-0.17494531,-0.112913661,-0.307960182,-0.637857914,-0.709382772,-0.110117145,-0.328670353,-0.651019394,-0.686298549,0.271837533,-0.190482542,-0.151110828,-0.213792264,-0.208936274
1349,-0.121992178,0.088686332,0.289712131,0.427948624,0.249427587,0.098197103,-0.087199703,-0.144693539,0.210639492,0.038513601,-0.156512558,-0.187867239,-0.122087859,-0.306490213,-0.636174917,-0.713069141,-0.120244086,-0.328793645,-0.651661575,-0.706555545,0.240187064,-0.201708823,-0.151852548,-0.21490097,-0.214012191
1429,-0.140182659,0.068930581,0.273768514,0.410243392,0.229030043,0.054804586,-0.119522601,-0.157633826,0.200968459,0.007317093,-0.165504649,-0.213351786,-0.135636657,-0.245866418,-0.620881736,-0.690187097,-0.142881006,-0.23935467,-0.625449836,-0.709934115,0.222738445,-0.211133763,-0.152025849,-0.266623646,-0.221159965
1468,-0.14897944,0.059154779,0.268246382,0.414998472,0.21555227,0.047668319,-0.131192341,-0.153685451,0.196850315,-0.005559159,-0.169508293,-0.214875773,-0.145112947,-0.246763796,-0.619462848,-0.686938643,-0.150878489,-0.241777927,-0.62573278,-0.710046887,0.216268674,-0.194961384,-0.141027823,-0.266607344,-0.229954347
1507,-0.16953142,0.049100585,0.264769405,0.402778417,0.215847,0.036149882,-0.138244167,-0.170539513,0.194010794,-0.009305021,-0.167102635,-0.219118789,-0.161412373,-0.250236452,-0.623096526,-0.685945392,-0.17574589,-0.244353667,-0.626857698,-0.710400462,0.210805818,-0.23570396,-0.166066095,-0.266453058,-0.240818724
1547,-0.17419076,0.047433462,0.268802583,0.415715814,0.205932468,0.03061112,-0.13536188,-0.154234394,0.193826735,-0.014098945,-0.163471341,-0.213265583,-0.167338967,-0.252134591,-0.625812113,-0.686221123,-0.179194868,-0.247008681,-0.626856744,-0.710478008,0.213193342,-0.206124887,-0.157631338,-0.25134781,-0.25880599
1587,-0.182339877,0.047903102,0.285945147,0.430039078,0.21258758,0.036575388,-0.124453932,-0.144032344,0.1901737,-0.014185969,-0.170657352,-0.206604198,-0.176174641,-0.250202954,-0.628923178,-0.683185399,-0.186269075,-0.244946301,-0.629548669,-0.709447742,0.226897001,-0.167410314,-0.150284305,-0.274142355,-0.273403823
1667,-0.185177714,0.05955793,0.307434171,0.447508752,0.225165382,0.036700536,-0.112088315,-0.149838254,0.22068058,-0.020702839,-0.140900657,-0.190169305,-0.179782569,-0.247786999,-0.62589246,-0.673965335,-0.188454971,-0.238142848,-0.6308676,-0.711600423,0.245725632,-0.192712784,-0.133892164,-0.223643571,-0.22366491
1706,-0.183702692,0.067094281,0.316012651,0.453467667,0.23862052,0.03715501,-0.106664747,-0.161337286,0.214152336,-0.001708959,-0.128896445,-0.173824877,-0.17748934,-0.250213027,-0.626100361,-0.671646059,-0.187490851,-0.236546576,-0.630769193,-0.711844325,0.254309922,-0.208540782,-0.147979811,-0.213397726,-0.208234146
1745,-0.172465637,0.075625584,0.320475936,0.472021073,0.240749046,0.048012003,-0.090404987,-0.141643196,0.216832936,0.001468629,-0.12324433,-0.128487766,-0.167779565,-0.245250776,-0.620084822,-0.665557623,-0.17481862,-0.229659587,-0.629846931,-0.711211264,0.259674579,-0.201103553,-0.148881897,-0.143032059,-0.100036174
1785,-0.172519401,0.07737989,0.326883286,0.470827669,0.229080409,0.038432743,-0.082328789,-0.131805733,0.212519601,0.009348637,-0.107402466,-0.119801067,-0.167858273,-0.240563005,-0.623632669,-0.666913867,-0.174852878,-0.229459763,-0.631030977,-0.709461808,0.264700472,-0.178380609,-0.117221534,-0.150288999,-0.109229043
1905,-0.262421608,-0.078289464,0.096135914,0.260535747,0.097510859,-0.054239932,-0.110219263,-0.156662047,0.16604954,0.005063517,-0.103937872,-0.100005917,-0.27815488,-0.239028215,-0.62626785,-0.667453051,-0.248495013,-0.228320867,-0.627441764,-0.708812773,0.051058747,-0.178086206,-0.165733814,-0.15463084,-0.122317806
1944,-0.33571595,-0.148795128,0.036159057,0.166213468,0.008537428,-0.142949224,-0.034523878,-0.07685443,0.106138155,-0.071154982,-0.160778105,-0.186994255,-0.340432465,-0.240056068,-0.626004159,-0.666597903,-0.32647866,-0.230245426,-0.627042353,-0.703619957,-0.009832617,-0.098438598,-0.086298071,-0.231836036,-0.201258808
1983,-0.362915903,-0.188577801,-0.015418848,0.110097028,0.006733853,-0.128236771,-0.062620737,-0.112668477,0.054618694,-0.122517616,-0.108347684,-0.090342574,-0.366897702,-0.24029927,-0.626804352,-0.711654127,-0.354060173,-0.230101749,-0.630012393,-0.693150818,-0.058496151,-0.134179235,-0.121940218,-0.082323074,-0.06312611
2024,-0.358343095,-0.178135097,0.001996701,0.121556707,0.022617459,-0.154631525,-0.028313125,0.013669818,0.072013877,-0.105174184,-0.086971156,-0.080981873,-0.365404755,-0.238449514,-0.626458764,-0.6682778,-0.345862985,-0.229712963,-0.627519488,-0.703526556,-0.042971112,-0.008092436,0.003805839,-0.07297878,-0.053803839
2063,-0.379280269,-0.205467984,-0.035678111,0.091120765,-0.011758287,-0.189852357,-0.022985626,0.032485645,0.034380998,-0.142690793,-0.053659983,-0.024087805,-0.383634597,-0.240489319,-0.627212286,-0.669487596,-0.370315552,-0.233031586,-0.627553284,-0.707581878,-0.077639736,0.010687169,0.022537522,-0.016197806,0.002830312
2143,-0.418661237,-0.254151672,-0.090728655,0.034975149,-0.069521323,-0.246224329,-0.085449688,-0.07194937,-0.020607255,-0.145626709,-0.032167304,-0.010344371,-0.424707413,-0.240118369,-0.629467249,-0.671641767,-0.407227606,-0.239693522,-0.627928078,-0.711235344,-0.131529629,-0.05435504,-0.057999402,0.005314231,-0.000833483
2182,-0.456701666,-0.271061957,-0.091746554,0.033948109,-0.070538029,-0.247238412,-0.090647623,-0.074761644,-0.021623746,-0.143696696,-0.031560086,0.001211406,-0.465552092,-0.253241092,-0.629848242,-0.671541572,-0.441768408,-0.262036651,-0.627621591,-0.669364989,-0.133349657,-0.054317627,-0.063473292,0.025757337,-0.013070529
2221,-0.427283794,-0.261342734,-0.091946214,0.033746202,-0.069556057,-0.246259496,-0.092405617,-0.09008199,-0.020641763,-0.135610878,-0.040801425,-0.02186048,-0.433769912,-0.24190703,-0.630093098,-0.672120273,-0.415001601,-0.245845869,-0.627546191,-0.669627905,-0.133505061,-0.101981044,-0.089678988,0.025788559,-0.054300137
2262,-0.426279604,-0.260318935,-0.09188582,0.033807274,-0.069361039,-0.24606505,-0.092328012,-0.079047807,-0.020446753,-0.135276943,-0.044728469,-0.022220369,-0.432596147,-0.242053434,-0.630755007,-0.672735512,-0.413831443,-0.246204883,-0.631278098,-0.713936865,-0.133434668,-0.073405065,-0.078501403,0.01760193,-0.048688665
2301,-0.43211326,-0.263338298,-0.093399562,0.0243748,-0.069664448,-0.246367797,-0.092561096,-0.078862652,-0.058407392,-0.171722546,-0.073184825,-0.043369252,-0.438089788,-0.244302541,-0.630582452,-0.672181189,-0.42016682,-0.248841748,-0.632751703,-0.711161852,-0.135315165,-0.073290482,-0.078825928,-0.031495932,-0.049059533
2381,-0.437344104,-0.264008641,-0.092310861,0.02592654,-0.068340361,-0.245047495,-0.091561757,-0.091090359,-0.06926395,-0.182548568,-0.085806265,-0.05974796,-0.441743165,-0.244585991,-0.631624877,-0.672985792,-0.427928478,-0.249432415,-0.633712351,-0.717825532,-0.134857148,-0.10360267,-0.078064278,-0.043467231,-0.058006767
2420,-0.437724173,-0.264083505,-0.092209421,0.027214264,-0.068153687,-0.244861394,-0.089183629,-0.078755729,-0.070098899,-0.1833812,-0.086970583,-0.061032951,-0.442282289,-0.245123282,-0.632683039,-0.673967004,-0.428281188,-0.249995112,-0.634024084,-0.710955501,-0.134818628,-0.091291681,-0.065748759,-0.054924984,-0.054812141
2459,-0.439581335,-0.26444748,-0.091921121,0.027081398,-0.068006203,-0.244714305,-0.088246219,-0.055324331,-0.070564799,-0.183845818,-0.087647304,-0.064728715,-0.444079638,-0.24478437,-0.632258654,-0.673477292,-0.429808468,-0.251857251,-0.634385645,-0.711776853,-0.13470979,-0.067906603,-0.042423796,-0.055064034,-0.054936804
2500,-0.467266262,-0.297897905,-0.129169166,-0.01068045,-0.106634624,-0.283238381,-0.122393601,-0.098411709,-0.113357201,-0.229850933,-0.13483268,-0.084996171,-0.470742226,-0.244792506,-0.632608354,-0.673449218,-0.456860542,-0.252778769,-0.633060157,-0.71047467,-0.171191737,-0.078120165,-0.091728322,-0.043667112,-0.086888343
2578,-0.468923897,-0.298873842,-0.130005911,-0.032799054,-0.106787704,-0.283390999,-0.122545816,-0.097347133,-0.113510296,-0.289262831,-0.098082155,-0.080898188,-0.472566098,-0.245551988,-0.632729053,-0.673600554,-0.45862776,-0.252280354,-0.631292999,-0.709757686,-0.172049969,-0.079762936,-0.093152873,-0.04371091,-0.049569353
2619,-0.453704208,-0.274234504,-0.097622007,0.002481287,-0.072181188,-0.191521108,-0.08274892,-0.03035784,-0.078900211,-0.262759149,-0.086625092,-0.067962937,-0.456382692,-0.245730519,-0.632739782,-0.673876762,-0.447332829,-0.252384484,-0.631614387,-0.709078312,-0.141592979,-0.003909125,-0.045175858,-0.037667856,-0.055491686
2658,-0.45269376,-0.273383468,-0.096682794,0.013642172,-0.071947284,-0.191288859,-0.082515746,-0.060989674,-0.078666396,-0.263084978,-0.086681865,-0.077931702,-0.454642087,-0.245434016,-0.632462859,-0.673575699,-0.444068402,-0.251930714,-0.633067846,-0.710884929,-0.140675485,-0.03142016,-0.034396555,-0.043496139,-0.065414332
2697,-0.455245495,-0.272480518,-0.092049144,0.017041193,-0.068741538,-0.18839395,-0.078975841,-0.033762686,-0.110980801,-0.238669708,-0.124914318,-0.100106671,-0.455092281,-0.246985286,-0.632481217,-0.672847033,-0.449481308,-0.251703292,-0.632766604,-0.714288473,-0.136968017,-0.006976902,-0.04109288,-0.058179136,-0.086922541
2738,-0.45525682,-0.273682415,-0.094101757,0.019602973,-0.070394412,-0.189225793,-0.078947432,-0.043473572,-0.110892773,-0.238720238,-0.123576701,-0.103137985,-0.45542708,-0.246944696,-0.633329093,-0.673564613,-0.449078828,-0.247007921,-0.633485556,-0.713215947,-0.138804302,-0.023351863,-0.050077375,-0.057259172,-0.080766052
2816,-0.455976188,-0.274115324,-0.094237432,0.021620037,-0.070996344,-0.189554662,-0.185190901,-0.154862314,-0.110747404,-0.238817081,-0.097049974,-0.086448416,-0.456479341,-0.246160537,-0.633739948,-0.673955083,-0.449792355,-0.250073165,-0.633786261,-0.714164615,-0.139028639,-0.125528961,-0.129108816,-0.05526242,-0.066733405
2857,-0.455972195,-0.273903549,-0.093715064,0.022560997,-0.070558466,-0.188880712,-0.184901029,-0.158538207,-0.110601738,-0.225723386,-0.084697612,-0.063195951,-0.456518203,-0.246056423,-0.633796513,-0.673963428,-0.449731678,-0.249883339,-0.633765996,-0.715431213,-0.138592184,-0.125240594,-0.128392011,-0.012244547,-0.023257375
2896,-0.458076119,-0.275670409,-0.095073216,0.022094296,-0.071339689,-0.189480603,-0.185626328,-0.162699908,-0.110959992,-0.226513982,-0.08548627,-0.092412144,-0.459090948,-0.246042415,-0.63392508,-0.674029112,-0.451211601,-0.25091961,-0.636285305,-0.713347673,-0.140046865,-0.135490209,-0.124660708,-0.055648915,-0.074479304
2935,-0.458935678,-0.276264876,-0.095445499,0.021847835,-0.07149899,-0.189587891,-0.185788974,-0.16182059,-0.111055188,-0.226794541,-0.085766248,-0.095777467,-0.460089117,-0.245878845,-0.633767068,-0.673821151,-0.452806175,-0.250750244,-0.637454271,-0.714512169,-0.140465945,-0.136836365,-0.132868156,-0.043701369,-0.099473409
2976,-0.459699273,-0.276327699,-0.095098972,0.022109093,-0.071303524,-0.189317062,-0.185657412,-0.160805002,-0.110886641,-0.226592645,-0.085564993,-0.091440625,-0.460767269,-0.246165633,-0.633505464,-0.673514962,-0.453369051,-0.250731319,-0.637672901,-0.711890399,-0.140282184,-0.147187218,-0.127170652,-0.049498495,-0.113002419
3015,-0.471618831,-0.280369401,-0.095470339,0.021812515,-0.071564607,-0.189518332,-0.185919255,-0.165800139,-0.107451446,-0.223579153,-0.082563281,-0.085897356,-0.478306532,-0.245645851,-0.633583724,-0.673517823,-0.481627762,-0.261553228,-0.636995494,-0.708114624,-0.141171128,-0.13522543,-0.140554786,-0.045054797,-0.074401818
3095,-0.466223896,-0.278782427,-0.094635397,0.022358263,-0.070772491,-0.188600451,-0.172638968,-0.144217461,-0.106535338,-0.227444544,-0.09598612,-0.057736263,-0.457853615,-0.245296419,-0.633770943,-0.673758864,-0.451274902,-0.251614749,-0.63578552,-0.705603182,-0.140261844,-0.108349673,-0.126355276,-0.019287925,-0.039617732
3134,-0.466225654,-0.278988391,-0.094968319,0.021872539,-0.071025863,-0.188820362,-0.180738851,-0.151907265,-0.107616462,-0.227965787,-0.096759081,-0.068612911,-0.459517568,-0.245334715,-0.633517981,-0.673489153,-0.452563167,-0.252097785,-0.63580364,-0.711269677,-0.140597507,-0.13737449,-0.12911649,-0.048387427,-0.039256394
3174,-0.476738125,-0.282087833,-0.094982214,0.021736883,-0.07106971,-0.18884702,-0.179072246,-0.153158441,-0.107608229,-0.227857888,-0.096756317,-0.067361027,-0.483959645,-0.245143682,-0.634093285,-0.673971832,-0.48681587,-0.254894853,-0.635164261,-0.71677798,-0.140989199,-0.124549106,-0.12424542,-0.031468246,-0.015342236
3214,-0.474498272,-0.282032818,-0.095126912,0.021327106,-0.071159415,-0.188920557,-0.178579643,-0.162185147,-0.107614569,-0.227682576,-0.096639737,-0.066542633,-0.468458205,-0.245665163,-0.633967102,-0.673834205,-0.458699197,-0.251873404,-0.633511543,-0.713944554,-0.141117156,-0.137056425,-0.15811342,-0.006996426,-0.066878542
3293,-0.472380549,-0.279431343,-0.093064293,0.022624478,-0.068776675,-0.186314955,-0.124344572,-0.141747624,-0.103379495,-0.232366487,-0.101923116,-0.058839619,-0.470977128,-0.246009231,-0.634770393,-0.674902081,-0.465153307,-0.25173071,-0.632801771,-0.715612292,-0.139457658,-0.091758922,-0.153474629,-0.022367304,-0.054915398
3333,-0.482090503,-0.307474971,-0.130507886,-0.015516084,-0.106175773,-0.22361064,-0.16153878,-0.157486886,-0.140789077,-0.269670129,-0.139113843,-0.097181387,-0.488739312,-0.245955214,-0.634677947,-0.674368799,-0.470865279,-0.252461642,-0.633824408,-0.715488911,-0.174578696,-0.105106033,-0.177982345,-0.055985328,-0.072983675
3372,-0.450392157,-0.270247042,-0.091770329,0.003495048,-0.06748338,-0.185026735,-0.123058163,-0.147462741,-0.102086902,-0.231079206,-0.096725941,-0.067969501,-0.456730515,-0.245736212,-0.634257436,-0.674158394,-0.437869579,-0.253540009,-0.632598877,-0.711862922,-0.136200845,-0.13122417,-0.152605996,-0.031482603,-0.05948665
3412,-0.453807533,-0.271056592,-0.090781577,0.00267357,-0.067236796,-0.184781283,-0.122812837,-0.146846339,-0.101840496,-0.231347561,-0.096992992,-0.05111381,-0.459538281,-0.245583698,-0.634267211,-0.674145877,-0.442638606,-0.253592253,-0.634062588,-0.710764706,-0.135661542,-0.115111202,-0.155287817,-0.031552266,-0.039541423
3452,-0.456934392,-0.272121698,-0.090824939,-0.003344533,-0.067254715,-0.187332064,-0.126876518,-0.147688031,-0.101858415,-0.231059447,-0.096706025,-0.072634131,-0.465820581,-0.245554283,-0.634272933,-0.674158216,-0.453124166,-0.254713416,-0.633848131,-0.714281321,-0.135851681,-0.10381119,-0.151591972,-0.043492656,-0.063895747
3531,-0.468446106,-0.276507884,-0.090262152,-0.006576885,-0.066910326,-0.188267067,-0.073202141,-0.04098323,-0.105497107,-0.227194592,-0.09299013,-0.048191335,-0.46410951,-0.246540114,-0.635268331,-0.675115108,-0.452555299,-0.254968435,-0.624075294,-0.664038897,-0.136227578,-0.025336711,-0.049179982,-0.00697765,-0.008961294
3571,-0.46735096,-0.276535571,-0.090539724,0.002966833,-0.066987902,-0.188827768,-0.072658457,-0.038384929,-0.104647391,-0.226301745,-0.092174463,-0.047368355,-0.464236945,-0.245522946,-0.635252416,-0.675072908,-0.452948123,-0.254134625,-0.625499606,-0.665425956,-0.136487871,-0.006992388,-0.017342214,0.00667704,-0.009737976
3610,-0.466828436,-0.27658397,-0.090781786,0.004475182,-0.067029014,-0.189093977,-0.072553813,-0.05433451,-0.104380548,-0.176184267,-0.042192791,-0.024288943,-0.464623868,-0.244535446,-0.635238886,-0.675060809,-0.452887863,-0.254304022,-0.627763569,-0.711667955,-0.136710361,-0.019218907,-0.047991108,0.021656977,0.029742556
3650,-0.470950305,-0.277792245,-0.090206727,0.006913955,-0.066797145,-0.189043373,-0.072030663,-0.049572445,-0.102874175,-0.175580084,-0.041590188,-0.037924487,-0.477231055,-0.244586334,-0.634927869,-0.674734294,-0.474002928,-0.254732728,-0.629107773,-0.668993413,-0.13664639,-0.006988175,-0.045669686,-0.000835671,-0.024837175
3690,-0.470443368,-0.27776134,-0.090168327,0.010417943,-0.066807784,-0.189132482,-0.071994036,-0.046996087,-0.102757819,-0.175527439,-0.041508924,-0.040509086,-0.470939726,-0.24543339,-0.635010481,-0.674823105,-0.459153265,-0.255182058,-0.628802419,-0.711421549,-0.136620834,-0.03144598,-0.044936035,0.066703483,0.06653782
3769,-0.468928844,-0.277377337,-0.089743592,0.016159691,-0.066766962,-0.189293265,-0.071784116,-0.034426961,-0.102206938,-0.228870168,-0.085714035,-0.059988264,-0.470430911,-0.243053496,-0.634634495,-0.674463034,-0.458061099,-0.250981241,-0.628713012,-0.66862154,-0.136279806,-0.006981412,-0.039748777,-0.019240838,-0.070691898
