Miliseconds,Spine_base_x,Spine_base_y,Spine_base_z,Spine_mid_x,Spine_mid_y,Spine_mid_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Shoulder_left_x,Shoulder_left_y,Shoulder_left_z,Elbow_left_x,Elbow_left_y,Elbow_left_z,Wrist_left_x,Wrist_left_y,Wrist_left_z,Hand_left_x,Hand_left_y,Hand_left_z,Shoulder_right_x,Shoulder_right_y,Shoulder_right_z,Elbow_right_x,Elbow_right_y,Elbow_right_z,Wrist_right_x,Wrist_right_y,Wrist_right_z,Hand_right_x,Hand_right_y,Hand_right_z,Hip_left_x,Hip_left_y,Hip_left_z,Knee_left_x,Knee_left_y,Knee_left_z,Ankle_left_x,Ankle_left_y,Ankle_left_z,Foot_left_x,Foot_left_y,Foot_left_z,Hip_right_x,Hip_right_y,Hip_right_z,Knee_right_x,Knee_right_y,Knee_right_z,Ankle_right_x,Ankle_right_y,Ankle_right_z,Foot_right_x,Foot_right_y,Foot_right_z,Spine_shoulder_x,Spine_shoulder_y,Spine_shoulder_z,Handtip_left_x,Handtip_left_y,Handtip_left_z,Thumb_left_x,Thumb_left_y,Thumb_left_z,Handtip_right_x,Handtip_right_y,Handtip_right_z,Thumb_right_x,Thumb_right_y,Thumb_right_z
0,-0.105195313692093,0.168817758560181,3.90661835670471,-0.0997499004006386,0.485205829143524,3.89343118667603,-0.0940769910812378,0.794290125370026,3.8677613735199,-0.100873939692974,0.953191161155701,3.86007189750671,-0.26032418012619,0.666291236877441,3.86201214790344,-0.326610594987869,0.378128826618195,3.89270544052124,-0.359909892082214,0.139270544052124,3.87423992156982,-0.361929953098297,0.0867114067077637,3.87707018852234,0.0568201914429665,0.65298318862915,3.84457492828369,0.11401578783989,0.389256060123444,3.8674156665802,0.113154508173466,0.151889398694038,3.8110876083374,0.0905499458312988,0.0806439965963364,3.80810117721558,-0.17621822655201,0.170192316174507,3.8690984249115,-0.214173451066017,-0.236939430236816,3.71976351737976,-0.233056366443634,-0.587943255901337,3.67957782745361,-0.23388671875,-0.62890625,3.560546875,-0.0320990942418575,0.164120241999626,3.86724424362183,-0.0369988568127155,-0.265081197023392,3.9346752166748,-0.0686889067292213,-0.626886367797852,4.01364994049072,-0.047119140625,-0.67724609375,3.9375,-0.0955433323979378,0.718086242675781,3.87654113769531,-0.359121531248093,-0.00817675888538361,3.89881896972656,-0.319874286651611,0.0767065957188606,3.83599972724915,0.0743675455451012,-0.000717729446478188,3.8113260269165,0.134119778871536,0.0676689073443413,3.79460000991821
39,-0.105355210602283,0.165807276964188,3.89927887916565,-0.100685797631741,0.482620030641556,3.88347768783569,-0.095981165766716,0.792279720306396,3.85461378097534,-0.0999081134796143,0.951048195362091,3.85061264038086,-0.260068029165268,0.665431320667267,3.855792760849,-0.332959026098251,0.401755750179291,3.87444114685059,-0.36320161819458,0.139015257358551,3.8658082485199,-0.367206186056137,0.0844869017601013,3.85810422897339,0.0566814579069614,0.653948962688446,3.84250211715698,0.113261669874191,0.390339404344559,3.859694480896,0.112956754863262,0.155531331896782,3.80809426307678,0.0890790447592735,0.0790716409683228,3.79822182655334,-0.176407143473625,0.166940942406654,3.86352968215942,-0.216427937150002,-0.237770602107048,3.71027183532715,-0.242213621735573,-0.581208467483521,3.6637704372406,-0.235737472772598,-0.63058876991272,3.55516290664673,-0.0322117917239666,0.161489382386208,3.85772752761841,-0.0375311672687531,-0.268711537122726,3.93304228782654,-0.068549282848835,-0.619965672492981,4.01144981384277,-0.0469858311116695,-0.677186012268066,3.93762016296387,-0.0971873849630356,0.715917229652405,3.86424684524536,-0.36346247792244,-0.0192379597574472,3.87727332115173,-0.340214371681213,0.0399315431714058,3.81809997558594,0.0769017115235329,-0.00850936584174633,3.80758190155029,0.124557808041573,0.0394129753112793,3.79537487030029
80,-0.106114588677883,0.151325166225433,3.87663245201111,-0.104059226810932,0.473787784576416,3.86066579818726,-0.101724289357662,0.78829699754715,3.83127355575562,-0.10216710716486,0.946807384490967,3.82288455963135,-0.265688389539719,0.657803535461426,3.82768583297729,-0.339515268802643,0.381887644529343,3.858065366745,-0.365604966878891,0.143986746668816,3.84543061256409,-0.373794972896576,0.0785080268979073,3.83533668518066,0.0518200360238552,0.653380572795868,3.81782507896423,0.105704747140408,0.385463744401932,3.83861970901489,0.111204475164413,0.151370480656624,3.78972554206848,0.0860474333167076,0.0777776315808296,3.78093385696411,-0.177235290408134,0.14980161190033,3.83756685256958,-0.226176053285599,-0.240556627511978,3.68377804756165,-0.247016802430153,-0.586992561817169,3.64106965065002,-0.255843073129654,-0.63298898935318,3.51675176620483,-0.0328688211739063,0.149709537625313,3.83817267417908,-0.0393942669034004,-0.273386389017105,3.92798757553101,-0.071409747004509,-0.62123316526413,4.0062313079834,-0.0466566830873489,-0.679463148117065,3.93705725669861,-0.102352745831013,0.710777997970581,3.84107661247253,-0.365660458803177,-0.0199443511664867,3.84476566314697,-0.330368638038635,0.0388487949967384,3.78066682815552,0.0705114081501961,-0.00933940708637238,3.79116058349609,0.142414271831512,0.0970998033881187,3.77783346176147
119,-0.110458053648472,0.1509720236063,3.85246872901917,-0.107316076755524,0.471506148576736,3.83672976493835,-0.103854179382324,0.78449285030365,3.80854988098145,-0.108298249542713,0.941757917404175,3.79553127288818,-0.270348638296127,0.653870224952698,3.81125521659851,-0.349872499704361,0.34247562289238,3.81876349449158,-0.387794077396393,0.104348301887512,3.81275033950806,-0.377844482660294,0.0724100321531296,3.81191992759705,0.0457280948758125,0.645740509033203,3.79839611053467,0.0971332862973213,0.370576918125153,3.81865978240967,0.0992265269160271,0.132854804396629,3.76391744613647,0.078479565680027,0.0647854655981064,3.76250529289246,-0.181450963020325,0.150948032736778,3.81379318237305,-0.229835852980614,-0.243510633707047,3.66513109207153,-0.251502722501755,-0.587322175502777,3.62720322608948,-0.257324665784836,-0.639347672462463,3.50387787818909,-0.0372366160154343,0.147900328040123,3.81364560127258,-0.0426036715507507,-0.2733353972435,3.90963411331177,-0.0695755779743195,-0.61617124080658,4.00425243377686,-0.0474229380488396,-0.67851734161377,3.93809771537781,-0.104774102568626,0.707331597805023,3.81796145439148,-0.370220065116882,-0.029511546716094,3.83786678314209,-0.34033989906311,0.0605121850967407,3.77018189430237,0.0701410695910454,-0.0195848476141691,3.77068018913269,0.145566374063492,0.109005354344845,3.76916670799255
158,-0.117304123938084,0.142432123422623,3.82658886909485,-0.116926416754723,0.463337659835815,3.81077694892883,-0.116372816264629,0.77660995721817,3.78207206726074,-0.111496835947037,0.93549519777298,3.7793140411377,-0.276294380426407,0.644731104373932,3.76681065559387,-0.35124871134758,0.377728909254074,3.79550504684448,-0.381953716278076,0.137156680226326,3.78324723243713,-0.385018587112427,0.0625699162483215,3.78167176246643,0.0359756983816624,0.636959075927734,3.76804876327515,0.0929532796144485,0.379847019910812,3.79253697395325,0.0969447195529938,0.132370173931122,3.74855160713196,0.078355073928833,0.0630771443247795,3.74399662017822,-0.188540056347847,0.142634928226471,3.78504610061646,-0.234208092093468,-0.240476906299591,3.64291620254517,-0.254671812057495,-0.593692064285278,3.61082434654236,-0.258295923471451,-0.649891555309296,3.49477052688599,-0.0436905100941658,0.139372244477272,3.79042625427246,-0.0462821498513222,-0.273847252130508,3.89632201194763,-0.069950245320797,-0.616508662700653,4.00472784042358,-0.0478228703141212,-0.678748071193695,3.94008326530457,-0.116558894515038,0.699394285678864,3.79165410995483,-0.37232169508934,-0.0305651687085629,3.77432727813721,-0.351313769817352,0.0550098642706871,3.75456261634827,0.0556124038994312,-0.0303139500319958,3.73999428749084,0.138348400592804,0.0793770477175713,3.74355578422546
238,-0.13104310631752,0.126082554459572,3.76904082298279,-0.129791766405106,0.450758904218674,3.76132798194885,-0.127816081047058,0.767298817634583,3.73939633369446,-0.128498136997223,0.922080278396606,3.72416520118713,-0.292287588119507,0.633505940437317,3.72408628463745,-0.364416480064392,0.349787950515747,3.74846816062927,-0.396380841732025,0.098957397043705,3.72665739059448,-0.398436069488525,0.0461047813296318,3.71786785125732,0.0237745549529791,0.634805381298065,3.72841954231262,0.0832730084657669,0.357834845781326,3.74783611297607,0.094410315155983,0.118031188845634,3.71540188789368,0.077361173927784,0.0511771366000175,3.71163821220398,-0.201774731278419,0.124198362231255,3.72750902175903,-0.25002110004425,-0.247002825140953,3.58337736129761,-0.259193629026413,-0.608047485351563,3.59059286117554,-0.264975339174271,-0.664929628372192,3.48414945602417,-0.057638131082058,0.125150516629219,3.73257088661194,-0.0567940510809422,-0.286651134490967,3.84453845024109,-0.078353188931942,-0.617035567760468,3.9940345287323,-0.0476038381457329,-0.678015530109406,3.94088244438171,-0.128413528203964,0.689318060874939,3.74740791320801,-0.375658214092255,-0.0497366115450859,3.71917128562927,-0.364908546209335,0.0588969960808754,3.69919967651367,0.0694891959428787,-0.0382166802883148,3.71464157104492,0.115843772888184,0.0181366130709648,3.70054578781128
278,-0.135368093848228,0.119092956185341,3.73704671859741,-0.137810721993446,0.444718092679977,3.72507429122925,-0.139837577939034,0.762779831886292,3.70092868804932,-0.135497570037842,0.922695159912109,3.69943642616272,-0.299149215221405,0.630582332611084,3.69556760787964,-0.373923540115356,0.334713578224182,3.70178961753845,-0.39723989367485,0.0748512074351311,3.67545247077942,-0.404317229986191,0.0243807844817638,3.68438482284546,0.0179355442523956,0.632299304008484,3.70516777038574,0.078089714050293,0.34935986995697,3.72009944915771,0.0935279354453087,0.108145110309124,3.69148230552673,0.0763083323836327,0.0398784726858139,3.69160103797913,-0.205794751644135,0.11757779866457,3.69645500183105,-0.25176277756691,-0.245476722717285,3.55612778663635,-0.260187834501266,-0.617864727973938,3.58482098579407,-0.265237420797348,-0.667428851127625,3.48330163955688,-0.062103908509016,0.118119105696678,3.69980931282043,-0.058237086981535,-0.295719414949417,3.79774785041809,-0.0792747661471367,-0.618169844150543,3.98934292793274,-0.0439767986536026,-0.68204140663147,3.93907403945923,-0.139426410198212,0.684376299381256,3.70930099487305,-0.402283221483231,-0.0494799986481667,3.70002007484436,-0.368177354335785,0.0208178386092186,3.64499998092651,0.0713604167103767,-0.048282265663147,3.70826768875122,0.112706460058689,0.0164940468966961,3.68057155609131
318,-0.139216661453247,0.130969867110252,3.6991491317749,-0.141857028007507,0.449515968561172,3.70267677307129,-0.143524959683418,0.763055324554443,3.68908715248108,-0.14147761464119,0.921899616718292,3.67400002479553,-0.304392397403717,0.629955768585205,3.66634464263916,-0.380229622125626,0.342540621757507,3.68023872375488,-0.404375463724136,0.0765956118702888,3.65698647499084,-0.413917452096939,0.0224330127239227,3.65155792236328,0.00933455489575863,0.634289681911469,3.68348002433777,0.0736304149031639,0.355463355779648,3.6986346244812,0.0922092795372009,0.113637067377567,3.67380356788635,0.0795686021447182,0.0401862822473049,3.66552948951721,-0.209511443972588,0.128239095211029,3.65975689888,-0.254214584827423,-0.241290763020515,3.54264664649963,-0.260135680437088,-0.617658078670502,3.58397102355957,-0.266209930181503,-0.669599652290344,3.49006867408752,-0.0659983605146408,0.131013035774231,3.66047692298889,-0.0578106343746185,-0.297693878412247,3.75884032249451,-0.0724243894219399,-0.615167856216431,3.97233486175537,-0.0313067100942135,-0.680158674716949,3.92932319641113,-0.143231153488159,0.685557067394257,3.69526314735413,-0.406677782535553,-0.0500032901763916,3.66832375526428,-0.378441721200943,-0.00571130681782961,3.62824964523315,0.0667437985539436,-0.0483917035162449,3.67801547050476,0.109969034790993,0.0105423331260681,3.65368747711182
357,-0.15646556019783,0.135126724839211,3.67295956611633,-0.155490681529045,0.455938786268234,3.66884613037109,-0.152515754103661,0.768932461738586,3.65355634689331,-0.149925991892815,0.927456796169281,3.65127635002136,-0.313656210899353,0.635349988937378,3.64792251586914,-0.388600260019302,0.347051560878754,3.64844679832459,-0.422532439231873,0.107687011361122,3.60875916481018,-0.420267075300217,0.0402380414307117,3.61319351196289,0.00261381035670638,0.63869047164917,3.65723586082459,0.0679685696959496,0.356241762638092,3.67994356155396,0.0907939746975899,0.114661455154419,3.64731431007385,0.0806908681988716,0.0314627066254616,3.64035964012146,-0.226146340370178,0.135308876633644,3.63370966911316,-0.255846440792084,-0.243540957570076,3.53133726119995,-0.259114265441895,-0.614398181438446,3.57949542999268,-0.264795392751694,-0.673604369163513,3.49054098129272,-0.0835638865828514,0.132114559412003,3.63411498069763,-0.0559766292572021,-0.27502503991127,3.67360186576843,-0.0571581274271011,-0.601469874382019,3.92237257957459,-0.0145758986473084,-0.668280780315399,3.8848512172699,-0.153438434004784,0.691835999488831,3.65954923629761,-0.435395687818527,-0.0112626533955336,3.622309923172,-0.377578258514404,0.0324819311499596,3.58755588531494,0.0779322907328606,-0.0389252305030823,3.65309834480286,0.118818216025829,0.0162261724472046,3.64280009269714
397,-0.16314822435379,0.139432460069656,3.64184617996216,-0.159366890788078,0.459605872631073,3.64736294746399,-0.155236050486565,0.772029876708984,3.63818407058716,-0.156054571270943,0.932325959205627,3.62694907188416,-0.324489086866379,0.64213752746582,3.61787676811218,-0.392573565244675,0.375147193670273,3.61895966529846,-0.426562666893005,0.127109006047249,3.57971525192261,-0.4290591776371,0.049025647342205,3.57689809799194,-0.00152676156722009,0.639155685901642,3.63019037246704,0.0638321861624718,0.352739900350571,3.65535926818848,0.0899844020605087,0.112464509904385,3.61496257781982,0.0824344083666801,0.033626489341259,3.61531949043274,-0.233924359083176,0.140575408935547,3.59783959388733,-0.258981555700302,-0.248374000191689,3.52201437950134,-0.258654922246933,-0.614239633083344,3.57844090461731,-0.265753626823425,-0.6747185587883,3.48819947242737,-0.0889747440814972,0.135396689176559,3.60769557952881,-0.0502005107700825,-0.267901122570038,3.62087440490723,-0.0488281659781933,-0.592249810695648,3.88363480567932,-0.0114730298519135,-0.662422955036163,3.86152720451355,-0.156357079744339,0.69504851102829,3.64300084114075,-0.423893690109253,-0.0389837063848972,3.60137104988098,-0.390545099973679,0.0289159025996923,3.54777789115906,0.0708480700850487,-0.0403421744704247,3.63101577758789,0.118084020912647,0.0195820406079292,3.62854599952698
